id,text,label
555,택배 배송 보류 안내: 주소 재확인 바랍니다,spam
556,영수증 누락 안내: 링크에서 다시 다운로드,spam
557,[개발2팀] 회의 일정 조율 (모레),ham
558,휴가 일정 공유 및 인수인계,ham
559,세금 환급 대상자 확인: 정보 입력 필요,spam
560,"[긴급] 신한은행 계좌 인증 실패, 서비스 제한 예정",spam
561,결재 요청: INV-46234,ham
562,결재 요청: INV-67712,ham
563,결제 오류 발생: OD181242 내역 확인 바랍니다,spam
564,업무 공유: 주간 업무 계획서,ham
565,재택근무 신청 관련 공지,ham
566,결재 요청: INV-57443,ham
567,[리마인드] 교육 세션 참석 안내,ham
568,"[긴급] 농협은행 계좌 인증 실패, 서비스 제한 예정",spam
569,오로라소프트 서버 점검 안내 (이번 주 금요일),ham
570,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
571,세금 환급 대상자 확인: 정보 입력 필요,spam
572,결제 오류 발생: OD464218 내역 확인 바랍니다,spam
573,재택근무 신청 관련 공지,ham
574,오전 이슈 대응 상황 공유,ham
575,인증코드 [554429] 입력 후 혜택 즉시 수령,spam
576,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
577,[리마인드] 교육 세션 참석 안내,ham
578,축하합니다! 경품 당첨 안내 (프리미엄 의자),spam
579,세금 환급 대상자 확인: 정보 입력 필요,spam
580,회의록 배포: 디자인 리뷰,ham
581,업무 공유: 주간 업무 계획서,ham
582,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
583,견적서 전달드립니다 (휴대용 보조배터리),ham
584,첨부: 8월 매출 보고서 초안,ham
585,[중요] 개인정보 처리방침 업데이트 안내,ham
586,결재 요청: INV-28524,ham
587,업무 공유: 주간 업무 계획서,ham
588,"[긴급] 우리은행 계좌 인증 실패, 서비스 제한 예정",spam
589,[공지] 근로계약서 서명 안내,ham
590,오전 이슈 대응 상황 공유,ham
591,[재무관리팀] 회의 일정 조율 (다음 주 월요일),ham
592,첨부: 12월 매출 보고서 초안,ham
593,결재 요청: INV-21971,ham
594,회의록 배포: 요구사항 정리,ham
595,회의록 배포: 주간회의,ham
596,루미너스랩 서버 점검 안내 (내일),ham
597,[개발2팀] 회의 일정 조율 (모레),ham
598,축하합니다! 경품 당첨 안내 (스마트워치),spam
599,"[긴급] 국민은행 계좌 인증 실패, 서비스 제한 예정",spam
600,[리마인드] 교육 세션 참석 안내,ham
601,[공지] 근로계약서 서명 안내,ham
602,택배 배송 보류 안내: 주소 재확인 바랍니다,spam
603,세금 환급 대상자 확인: 정보 입력 필요,spam
604,휴가 일정 공유 및 인수인계,ham
605,견적서 전달드립니다 (블루투스 스피커),ham
606,[리마인드] 교육 세션 참석 안내,ham
607,"[긴급] 국민은행 계좌 인증 실패, 서비스 제한 예정",spam
608,회의록 배포: 결산 보고,ham
609,업무 공유: 주간 업무 계획서,ham
610,지금 신청하면 40% 즉시 할인! 한정 수량,spam
611,업무 공유: 주간 업무 계획서,ham
612,세금 환급 대상자 확인: 정보 입력 필요,spam
613,"[긴급] 신한은행 계좌 인증 실패, 서비스 제한 예정",spam
614,출장 계획서 검토 요청 (수원),ham
615,오전 이슈 대응 상황 공유,ham
616,업무 공유: 주간 업무 계획서,ham
617,[리마인드] 교육 세션 참석 안내,ham
618,[공지] 근로계약서 서명 안내,ham
619,인증코드 [598705] 입력 후 혜택 즉시 수령,spam
620,축하합니다! 경품 당첨 안내 (블루투스 스피커),spam
621,출장 계획서 검토 요청 (부산),ham
622,회의 자료 업데이트 공유,ham
623,[중요] 개인정보 처리방침 업데이트 안내,ham
624,[리마인드] 교육 세션 참석 안내,ham
625,영수증 누락 안내: 링크에서 다시 다운로드,spam
626,첨부: 11월 매출 보고서 초안,ham
627,"신규 서비스 오픈 기념, 3개월 무료 이용권 제공",spam
628,업무 공유: 주간 업무 계획서,ham
629,[리마인드] 교육 세션 참석 안내,ham
630,견적서 전달드립니다 (무선 이어폰),ham
631,오늘만 특가 80%! 공기청정기 마지막 찬스,spam
632,택배 배송 보류 안내: 주소 재확인 바랍니다,spam
633,회의록 배포: 디자인 리뷰,ham
634,회의록 배포: 디자인 리뷰,ham
635,결재 요청: INV-72394,ham
636,[개발2팀] 회의 일정 조율 (이번 주 금요일),ham
637,휴가 일정 공유 및 인수인계,ham
638,[중요] 개인정보 처리방침 업데이트 안내,ham
639,재택근무 신청 관련 공지,ham
640,출장 계획서 검토 요청 (용인),ham
641,지금 신청하면 50% 즉시 할인! 한정 수량,spam
642,결재 요청: INV-17774,ham
643,[리마인드] 교육 세션 참석 안내,ham
644,오전 이슈 대응 상황 공유,ham
645,[중요] 개인정보 처리방침 업데이트 안내,ham
646,회의록 배포: QA 점검,ham
647,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
648,결재 요청: INV-23224,ham
649,회의 자료 업데이트 공유,ham
650,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
651,첨부: 1월 매출 보고서 초안,ham
652,[공지] 근로계약서 서명 안내,ham
653,재택근무 신청 관련 공지,ham
654,지금 신청하면 90% 즉시 할인! 한정 수량,spam
655,회의 자료 업데이트 공유,ham
656,[중요] 개인정보 처리방침 업데이트 안내,ham
657,[중요] 개인정보 처리방침 업데이트 안내,ham
658,"[긴급] 농협은행 계좌 인증 실패, 서비스 제한 예정",spam
659,[공지] 근로계약서 서명 안내,ham
660,세금 환급 대상자 확인: 정보 입력 필요,spam
661,하모니시스템 서버 점검 안내 (다음 주 월요일),ham
662,[전략기획] 회의 일정 조율 (모레),ham
663,지금 신청하면 90% 즉시 할인! 한정 수량,spam
664,휴가 일정 공유 및 인수인계,ham
665,회의록 배포: 주간회의,ham
666,첨부: 11월 매출 보고서 초안,ham
667,축하합니다! 경품 당첨 안내 (스마트워치),spam
668,"신규 서비스 오픈 기념, 3개월 무료 이용권 제공",spam
669,휴가 일정 공유 및 인수인계,ham
670,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
671,[중요] 개인정보 처리방침 업데이트 안내,ham
672,넥타일 서버 점검 안내 (오늘),ham
673,"신규 서비스 오픈 기념, 3개월 무료 이용권 제공",spam
674,[공지] 근로계약서 서명 안내,ham
675,재택근무 신청 관련 공지,ham
676,첨부: 6월 매출 보고서 초안,ham
677,세금 환급 대상자 확인: 정보 입력 필요,spam
678,인증코드 [937200] 입력 후 혜택 즉시 수령,spam
679,오로라소프트 서버 점검 안내 (내일),ham
680,[공지] 근로계약서 서명 안내,ham
681,세금 환급 대상자 확인: 정보 입력 필요,spam
682,재택근무 신청 관련 공지,ham
683,인증코드 [302542] 입력 후 혜택 즉시 수령,spam
684,결재 요청: INV-72970,ham
685,[공지] 근로계약서 서명 안내,ham
686,[중요] 개인정보 처리방침 업데이트 안내,ham
687,회의록 배포: 디자인 리뷰,ham
688,영수증 누락 안내: 링크에서 다시 다운로드,spam
689,"[긴급] 하나은행 계좌 인증 실패, 서비스 제한 예정",spam
690,첨부: 6월 매출 보고서 초안,ham
691,회의록 배포: 디자인 리뷰,ham
692,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
693,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
694,오전 이슈 대응 상황 공유,ham
695,[공지] 근로계약서 서명 안내,ham
696,[공지] 근로계약서 서명 안내,ham
697,휴면 계정 전환 예정: 로그인 확인 요청,spam
698,[공지] 근로계약서 서명 안내,ham
699,넥타일 서버 점검 안내 (오늘),ham
700,재택근무 신청 관련 공지,ham
701,결재 요청: INV-51353,ham
702,넥타일 서버 점검 안내 (모레),ham
703,오전 이슈 대응 상황 공유,ham
704,오전 이슈 대응 상황 공유,ham
705,영수증 누락 안내: 링크에서 다시 다운로드,spam
706,"[긴급] 신한은행 계좌 인증 실패, 서비스 제한 예정",spam
707,[중요] 개인정보 처리방침 업데이트 안내,ham
708,휴가 일정 공유 및 인수인계,ham
709,"[긴급] 하나은행 계좌 인증 실패, 서비스 제한 예정",spam
710,첨부: 3월 매출 보고서 초안,ham
711,휴가 일정 공유 및 인수인계,ham
712,견적서 전달드립니다 (게이밍 키보드),ham
713,영수증 누락 안내: 링크에서 다시 다운로드,spam
714,휴가 일정 공유 및 인수인계,ham
715,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
716,코발트디자인 서버 점검 안내 (모레),ham
717,회의 자료 업데이트 공유,ham
718,"신규 서비스 오픈 기념, 3개월 무료 이용권 제공",spam
719,택배 배송 보류 안내: 주소 재확인 바랍니다,spam
720,[리마인드] 교육 세션 참석 안내,ham
721,휴가 일정 공유 및 인수인계,ham
722,업무 공유: 주간 업무 계획서,ham
723,휴가 일정 공유 및 인수인계,ham
724,축하합니다! 경품 당첨 안내 (게이밍 키보드),spam
725,[인사팀] 회의 일정 조율 (내일),ham
726,인증코드 [142079] 입력 후 혜택 즉시 수령,spam
727,견적서 전달드립니다 (로봇청소기),ham
728,출장 계획서 검토 요청 (부산),ham
729,지금 신청하면 80% 즉시 할인! 한정 수량,spam
730,택배 배송 보류 안내: 주소 재확인 바랍니다,spam
731,회의 자료 업데이트 공유,ham
732,[회계팀] 회의 일정 조율 (오늘),ham
733,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
734,재택근무 신청 관련 공지,ham
735,업무 공유: 주간 업무 계획서,ham
736,영수증 누락 안내: 링크에서 다시 다운로드,spam
737,재택근무 신청 관련 공지,ham
738,회의록 배포: QA 점검,ham
739,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
740,인증코드 [459839] 입력 후 혜택 즉시 수령,spam
741,"신규 서비스 오픈 기념, 3개월 무료 이용권 제공",spam
742,견적서 전달드립니다 (무선 이어폰),ham
743,오전 이슈 대응 상황 공유,ham
744,[공지] 근로계약서 서명 안내,ham
745,[공지] 근로계약서 서명 안내,ham
746,견적서 전달드립니다 (휴대용 보조배터리),ham
747,오전 이슈 대응 상황 공유,ham
748,결재 요청: INV-61211,ham
749,재택근무 신청 관련 공지,ham
750,회의록 배포: 요구사항 정리,ham
751,결제 오류 발생: OD602651 내역 확인 바랍니다,spam
752,[중요] 개인정보 처리방침 업데이트 안내,ham
753,첨부: 9월 매출 보고서 초안,ham
754,업무 공유: 주간 업무 계획서,ham
755,[리마인드] 교육 세션 참석 안내,ham
756,에코웍스 서버 점검 안내 (다음 주 월요일),ham
757,[전략기획] 회의 일정 조율 (이번 주 금요일),ham
758,오전 이슈 대응 상황 공유,ham
759,재택근무 신청 관련 공지,ham
760,축하합니다! 경품 당첨 안내 (휴대용 보조배터리),spam
761,출장 계획서 검토 요청 (서울),ham
762,업무 공유: 주간 업무 계획서,ham
763,휴가 일정 공유 및 인수인계,ham
764,오늘만 특가 50%! 블루투스 스피커 마지막 찬스,spam
765,[중요] 계정 보안 경고: 즉시 비밀번호 변경 필요,spam
766,[마케팅팀] 회의 일정 조율 (다음 주 월요일),ham
767,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
768,휴가 일정 공유 및 인수인계,ham
769,[중요] 개인정보 처리방침 업데이트 안내,ham
770,오늘만 특가 60%! 로봇청소기 마지막 찬스,spam
771,출장 계획서 검토 요청 (대전),ham
772,업무 공유: 주간 업무 계획서,ham
773,인증코드 [523008] 입력 후 혜택 즉시 수령,spam
774,세금 환급 대상자 확인: 정보 입력 필요,spam
775,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
776,[중요] 개인정보 처리방침 업데이트 안내,ham
777,회의 자료 업데이트 공유,ham
778,회의 자료 업데이트 공유,ham
779,오늘만 특가 30%! 프리미엄 의자 마지막 찬스,spam
780,[영업1팀] 회의 일정 조율 (다음 주 월요일),ham
781,[영업1팀] 회의 일정 조율 (모레),ham
782,에코웍스 서버 점검 안내 (이번 주 금요일),ham
783,세금 환급 대상자 확인: 정보 입력 필요,spam
784,[공지] 근로계약서 서명 안내,ham
785,회의 자료 업데이트 공유,ham
786,지금 신청하면 90% 즉시 할인! 한정 수량,spam
787,[회계팀] 회의 일정 조율 (이번 주 금요일),ham
788,[개발2팀] 회의 일정 조율 (모레),ham
789,오전 이슈 대응 상황 공유,ham
790,[개발2팀] 회의 일정 조율 (다음 주 월요일),ham
791,업무 공유: 주간 업무 계획서,ham
792,회의록 배포: 디자인 리뷰,ham
793,[중요] 개인정보 처리방침 업데이트 안내,ham
794,[고객지원팀] 회의 일정 조율 (이번 주 금요일),ham
795,회의 자료 업데이트 공유,ham
796,"신규 서비스 오픈 기념, 3개월 무료 이용권 제공",spam
797,[공지] 근로계약서 서명 안내,ham
798,영수증 누락 안내: 링크에서 다시 다운로드,spam
799,[공지] 근로계약서 서명 안내,ham
800,[중요] 개인정보 처리방침 업데이트 안내,ham
801,견적서 전달드립니다 (프리미엄 의자),ham
802,업무 공유: 주간 업무 계획서,ham
803,견적서 전달드립니다 (로봇청소기),ham
804,축하합니다! 경품 당첨 안내 (무선 이어폰),spam
805,재택근무 신청 관련 공지,ham
806,카드 한도 초과 알림: 본인 확인 요청,spam
807,출장 계획서 검토 요청 (성남),ham
808,재택근무 신청 관련 공지,ham
809,하모니시스템 서버 점검 안내 (모레),ham
810,휴가 일정 공유 및 인수인계,ham
811,회의 자료 업데이트 공유,ham
812,결재 요청: INV-11533,ham
813,[재무관리팀] 회의 일정 조율 (모레),ham
814,견적서 전달드립니다 (무선 이어폰),ham
815,[공지] 근로계약서 서명 안내,ham
816,회의 자료 업데이트 공유,ham
817,영수증 누락 안내: 링크에서 다시 다운로드,spam
818,출장 계획서 검토 요청 (청주),ham
819,오전 이슈 대응 상황 공유,ham
820,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
821,[인사팀] 회의 일정 조율 (오늘),ham
822,오늘만 특가 60%! 스마트워치 마지막 찬스,spam
823,[고객지원팀] 회의 일정 조율 (이번 주 금요일),ham
824,견적서 전달드립니다 (로봇청소기),ham
825,견적서 전달드립니다 (휴대용 보조배터리),ham
826,세림전자 서버 점검 안내 (오늘),ham
827,출장 계획서 검토 요청 (부산),ham
828,"[긴급] 국민은행 계좌 인증 실패, 서비스 제한 예정",spam
829,업무 공유: 주간 업무 계획서,ham
830,재택근무 신청 관련 공지,ham
831,휴가 일정 공유 및 인수인계,ham
832,첨부: 8월 매출 보고서 초안,ham
833,오전 이슈 대응 상황 공유,ham
834,결재 요청: INV-53855,ham
835,"신규 서비스 오픈 기념, 3개월 무료 이용권 제공",spam
836,카드 한도 초과 알림: 본인 확인 요청,spam
837,영수증 누락 안내: 링크에서 다시 다운로드,spam
838,[중요] 개인정보 처리방침 업데이트 안내,ham
839,[중요] 계정 보안 경고: 즉시 비밀번호 변경 필요,spam
840,[회계팀] 회의 일정 조율 (내일),ham
841,휴가 일정 공유 및 인수인계,ham
842,결제 오류 발생: OD367642 내역 확인 바랍니다,spam
843,회의록 배포: 디자인 리뷰,ham
844,[중요] 개인정보 처리방침 업데이트 안내,ham
845,[공지] 근로계약서 서명 안내,ham
846,하모니시스템 서버 점검 안내 (모레),ham
847,휴가 일정 공유 및 인수인계,ham
848,결재 요청: INV-13860,ham
849,첨부: 10월 매출 보고서 초안,ham
850,"[긴급] 농협은행 계좌 인증 실패, 서비스 제한 예정",spam
851,오전 이슈 대응 상황 공유,ham
852,회의 자료 업데이트 공유,ham
853,출장 계획서 검토 요청 (대구),ham
854,"[긴급] 우리은행 계좌 인증 실패, 서비스 제한 예정",spam
855,[마케팅팀] 회의 일정 조율 (이번 주 금요일),ham
856,영수증 누락 안내: 링크에서 다시 다운로드,spam
857,[중요] 계정 보안 경고: 즉시 비밀번호 변경 필요,spam
858,오전 이슈 대응 상황 공유,ham
859,[중요] 개인정보 처리방침 업데이트 안내,ham
860,회의록 배포: QA 점검,ham
861,회의록 배포: 결산 보고,ham
862,오전 이슈 대응 상황 공유,ham
863,결제 오류 발생: OD668303 내역 확인 바랍니다,spam
864,회의 자료 업데이트 공유,ham
865,오전 이슈 대응 상황 공유,ham
866,[중요] 개인정보 처리방침 업데이트 안내,ham
867,"[긴급] 하나은행 계좌 인증 실패, 서비스 제한 예정",spam
868,택배 배송 보류 안내: 주소 재확인 바랍니다,spam
869,지금 신청하면 40% 즉시 할인! 한정 수량,spam
870,회의 자료 업데이트 공유,ham
871,회의 자료 업데이트 공유,ham
872,오전 이슈 대응 상황 공유,ham
873,견적서 전달드립니다 (게이밍 키보드),ham
874,업무 공유: 주간 업무 계획서,ham
875,축하합니다! 경품 당첨 안내 (무선 이어폰),spam
876,휴면 계정 전환 예정: 로그인 확인 요청,spam
877,재택근무 신청 관련 공지,ham
878,회의 자료 업데이트 공유,ham
879,출장 계획서 검토 요청 (광주),ham
880,견적서 전달드립니다 (스마트워치),ham
881,코발트디자인 서버 점검 안내 (내일),ham
882,오늘만 특가 80%! 게이밍 키보드 마지막 찬스,spam
883,[리마인드] 교육 세션 참석 안내,ham
884,업무 공유: 주간 업무 계획서,ham
885,[중요] 개인정보 처리방침 업데이트 안내,ham
886,휴면 계정 전환 예정: 로그인 확인 요청,spam
887,[리마인드] 교육 세션 참석 안내,ham
888,결재 요청: INV-35277,ham
889,[중요] 계정 보안 경고: 즉시 비밀번호 변경 필요,spam
890,첨부: 1월 매출 보고서 초안,ham
891,[리마인드] 교육 세션 참석 안내,ham
892,휴가 일정 공유 및 인수인계,ham
893,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
894,[개발2팀] 회의 일정 조율 (오늘),ham
895,출장 계획서 검토 요청 (대전),ham
896,휴면 계정 전환 예정: 로그인 확인 요청,spam
897,[중요] 개인정보 처리방침 업데이트 안내,ham
898,[마케팅팀] 회의 일정 조율 (오늘),ham
899,첨부: 1월 매출 보고서 초안,ham
900,지금 신청하면 90% 즉시 할인! 한정 수량,spam
901,[리마인드] 교육 세션 참석 안내,ham
902,축하합니다! 경품 당첨 안내 (스마트워치),spam
903,휴가 일정 공유 및 인수인계,ham
904,업무 공유: 주간 업무 계획서,ham
905,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
906,회의 자료 업데이트 공유,ham
907,결재 요청: INV-80851,ham
908,결재 요청: INV-88049,ham
909,재택근무 신청 관련 공지,ham
910,회의록 배포: 주간회의,ham
911,오전 이슈 대응 상황 공유,ham
912,결제 오류 발생: OD371215 내역 확인 바랍니다,spam
913,첨부: 11월 매출 보고서 초안,ham
914,출장 계획서 검토 요청 (청주),ham
915,[공지] 근로계약서 서명 안내,ham
916,축하합니다! 경품 당첨 안내 (스마트워치),spam
917,오늘만 특가 40%! 로봇청소기 마지막 찬스,spam
918,업무 공유: 주간 업무 계획서,ham
919,세금 환급 대상자 확인: 정보 입력 필요,spam
920,휴가 일정 공유 및 인수인계,ham
921,휴면 계정 전환 예정: 로그인 확인 요청,spam
922,카드 한도 초과 알림: 본인 확인 요청,spam
923,회의 자료 업데이트 공유,ham
924,오늘만 특가 70%! 무선 이어폰 마지막 찬스,spam
925,회의 자료 업데이트 공유,ham
926,[중요] 개인정보 처리방침 업데이트 안내,ham
927,회의록 배포: 주간회의,ham
928,오전 이슈 대응 상황 공유,ham
929,회의 자료 업데이트 공유,ham
930,오전 이슈 대응 상황 공유,ham
931,에이프릴데이터 서버 점검 안내 (내일),ham
932,[마케팅팀] 회의 일정 조율 (다음 주 월요일),ham
933,견적서 전달드립니다 (공기청정기),ham
934,휴면 계정 전환 예정: 로그인 확인 요청,spam
935,첨부: 10월 매출 보고서 초안,ham
936,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
937,재택근무 신청 관련 공지,ham
938,오전 이슈 대응 상황 공유,ham
939,견적서 전달드립니다 (블루투스 스피커),ham
940,영수증 누락 안내: 링크에서 다시 다운로드,spam
941,재택근무 신청 관련 공지,ham
942,"[긴급] 하나은행 계좌 인증 실패, 서비스 제한 예정",spam
943,[리마인드] 교육 세션 참석 안내,ham
944,세림전자 서버 점검 안내 (다음 주 월요일),ham
945,업무 공유: 주간 업무 계획서,ham
946,출장 계획서 검토 요청 (서울),ham
947,휴면 계정 전환 예정: 로그인 확인 요청,spam
948,출장 계획서 검토 요청 (광주),ham
949,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
950,재택근무 신청 관련 공지,ham
951,견적서 전달드립니다 (게이밍 키보드),ham
952,[영업1팀] 회의 일정 조율 (이번 주 금요일),ham
953,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
954,결제 오류 발생: OD721908 내역 확인 바랍니다,spam
955,[공지] 근로계약서 서명 안내,ham
956,오전 이슈 대응 상황 공유,ham
957,견적서 전달드립니다 (공기청정기),ham
958,출장 계획서 검토 요청 (성남),ham
959,영수증 누락 안내: 링크에서 다시 다운로드,spam
960,[공지] 근로계약서 서명 안내,ham
961,루미너스랩 서버 점검 안내 (모레),ham
962,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
963,재택근무 신청 관련 공지,ham
964,회의 자료 업데이트 공유,ham
965,영수증 누락 안내: 링크에서 다시 다운로드,spam
966,출장 계획서 검토 요청 (광주),ham
967,[전략기획] 회의 일정 조율 (이번 주 금요일),ham
968,택배 배송 보류 안내: 주소 재확인 바랍니다,spam
969,휴가 일정 공유 및 인수인계,ham
970,[공지] 근로계약서 서명 안내,ham
971,결재 요청: INV-11110,ham
972,첨부: 3월 매출 보고서 초안,ham
973,회의록 배포: 주간회의,ham
974,결제 오류 발생: OD275614 내역 확인 바랍니다,spam
975,회의록 배포: 스프린트 킥오프,ham
976,세금 환급 대상자 확인: 정보 입력 필요,spam
977,결재 요청: INV-26722,ham
978,업무 공유: 주간 업무 계획서,ham
979,오늘만 특가 60%! 스마트워치 마지막 찬스,spam
980,결제 오류 발생: OD923298 내역 확인 바랍니다,spam
981,영수증 누락 안내: 링크에서 다시 다운로드,spam
982,카드 한도 초과 알림: 본인 확인 요청,spam
983,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
984,견적서 전달드립니다 (프리미엄 의자),ham
985,회의록 배포: 주간회의,ham
986,보안점검 안내: 본인 인증 미완료 시 계정 제한,spam
987,출장 계획서 검토 요청 (부산),ham
988,오전 이슈 대응 상황 공유,ham
989,재택근무 신청 관련 공지,ham
990,재택근무 신청 관련 공지,ham
991,영수증 누락 안내: 링크에서 다시 다운로드,spam
992,휴가 일정 공유 및 인수인계,ham
993,"[긴급] 하나은행 계좌 인증 실패, 서비스 제한 예정",spam
994,세금 환급 대상자 확인: 정보 입력 필요,spam
995,세금 환급 대상자 확인: 정보 입력 필요,spam
996,오늘만 특가 70%! 게이밍 키보드 마지막 찬스,spam
997,첨부: 8월 매출 보고서 초안,ham
998,축하합니다! 경품 당첨 안내 (블루투스 스피커),spam
999,무료 쿠폰 지급 안내 - 수량 소진 전 서두르세요,spam
1000,회의록 배포: 주간회의,ham
